@relation training_tutorial1-weka.filters.unsupervised.attribute.Remove-R23-25-weka.filters.unsupervised.attribute.Remove-R20

@attribute PosX_P numeric
@attribute PosY_P numeric
@attribute IsLegalNorth {0,1}
@attribute IsLegalEast {0,1}
@attribute IsLegalSouth {0,1}
@attribute IsLegalWest {0,1}
@attribute IsLegalStop {0,1}
@attribute PosX_G0 numeric
@attribute PosY_G0 numeric
@attribute PosX_G1 numeric
@attribute PosY_G1 numeric
@attribute PosX_G2 numeric
@attribute PosY_G2 numeric
@attribute PosX_G3 numeric
@attribute PosY_G3 numeric
@attribute Dis_G0 numeric
@attribute Dis_G1 numeric
@attribute Dis_G2 numeric
@attribute Dis_G3 numeric
@attribute Dir_P {North,South,East,West,Stop}
@attribute Score numeric

@data
16,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,12,West,309
15,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,13,West,308
14,10,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,14,West,307
14,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,6,15,South,306
14,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,South,305
15,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,East,304
16,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,East,303
17,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,13,East,302
18,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,12,East,301
19,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,East,300
20,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,East,299
21,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,East,298
22,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,7,8,East,297
23,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,7,East,296
24,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,9,6,East,295
25,8,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,10,5,East,294
25,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,11,4,North,293
25,10,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,3,North,292
25,11,0,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,13,2,North,291
24,11,0,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,3,West,290
23,11,0,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,11,4,West,289
22,11,0,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,10,5,West,288
22,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,9,6,South,287
21,10,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,8,7,West,286
20,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,7,8,West,285
19,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,West,284
18,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,West,283
17,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,West,282
16,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,12,West,281
15,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,13,West,280
14,10,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,14,West,279
14,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,6,15,South,278
14,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,South,277
15,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,East,276
16,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,East,275
17,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,13,East,274
18,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,12,East,273
19,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,East,272
20,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,East,271
21,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,East,270
22,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,7,8,East,269
23,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,7,East,268
24,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,9,6,East,267
25,8,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,10,5,East,266
25,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,11,4,North,265
25,10,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,3,North,264
25,11,0,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,13,2,North,263
24,11,0,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,3,West,262
23,11,0,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,11,4,West,261
22,11,0,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,10,5,West,260
22,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,9,6,South,259
21,10,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,8,7,West,258
20,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,7,8,West,257
19,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,West,256
18,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,West,255
17,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,West,254
16,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,12,West,253
15,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,13,West,252
14,10,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,14,West,251
14,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,6,15,South,250
14,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,South,249
15,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,East,248
16,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,East,247
17,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,13,East,246
18,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,12,East,245
19,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,East,244
20,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,East,243
21,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,East,242
22,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,7,8,East,241
23,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,7,East,240
24,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,9,6,East,239
25,8,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,10,5,East,238
25,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,11,4,North,237
25,10,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,3,North,236
25,11,0,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,13,2,North,235
24,11,0,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,3,West,234
23,11,0,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,11,4,West,233
22,11,0,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,10,5,West,232
22,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,9,6,South,231
21,10,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,8,7,West,230
20,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,7,8,West,229
19,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,West,228
18,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,West,227
17,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,West,226
16,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,12,West,225
15,10,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,13,West,224
14,10,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,14,West,223
14,9,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,6,15,South,222
14,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,South,221
15,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,East,220
16,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,East,219
17,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,13,East,218
16,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,West,217
15,8,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,West,216
14,8,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,West,215
14,7,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,4,17,South,214
14,6,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,3,18,South,213
15,6,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,17,East,212
16,6,0,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,1,16,East,211
17,6,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,15,East,410
18,6,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,14,East,409
19,6,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,13,East,408
20,6,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,12,East,407
21,6,0,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,11,East,406
22,6,0,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,10,East,405
23,6,1,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,9,East,404
24,6,1,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,East,403
25,6,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,East,402
25,7,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,North,401
25,8,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,North,400
25,9,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,North,399
25,10,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,North,398
25,11,0,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,2,North,397
24,11,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,West,396
23,11,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,West,395
22,11,0,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,West,394
22,10,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,South,393
21,10,0,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,West,392
20,10,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,West,391
20,11,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,North,390
20,12,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,North,389
20,13,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,North,388
20,12,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,South,387
20,11,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,South,386
20,10,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,South,385
21,10,0,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,East,384
22,10,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,East,383
23,10,1,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,East,382
24,10,1,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,East,381
25,10,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,East,380
25,11,0,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,2,North,379
24,11,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,West,378
23,11,0,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,West,377
22,11,0,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,West,376
22,10,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,South,375
21,10,0,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,West,374
20,10,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,West,373
20,11,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,North,372
20,12,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,North,371
20,13,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,North,370
20,14,1,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,North,369
20,15,1,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,North,368
21,15,1,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,East,367
22,15,1,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,East,366
23,15,1,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,East,365
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,0
13,10,1,1,1,1,1,5,5,5,12,13,6,13,12,13,10,4,2,East,-1
13,11,1,1,1,1,1,5,6,5,11,13,5,13,12,13,8,6,-1,North,198
13,10,1,1,1,1,1,5,7,5,12,14,5,7,1,11,10,6,-1,South,197
14,10,1,1,1,1,1,4,7,5,13,13,5,7,1,13,12,6,-1,East,196
14,9,1,1,1,1,1,3,7,4,13,13,4,7,1,13,14,6,-1,South,195
13,9,1,1,1,1,1,4,7,4,12,13,4,7,1,11,12,5,-1,West,194
13,8,1,1,1,1,1,4,6,5,12,14,4,7,1,11,12,5,-1,South,193
14,8,1,1,1,1,1,3,6,6,12,14,3,7,1,13,12,5,-1,East,192
14,7,1,1,1,1,1,2,6,5,12,14,4,7,1,13,14,3,-1,South,191
14,6,1,1,1,1,1,1,6,5,11,14,3,7,1,13,14,3,-1,South,190
14,5,1,1,1,1,1,1,5,5,11,15,3,7,1,13,15,3,-1,South,189
15,5,1,1,1,1,1,2,5,4,11,15,4,7,1,13,17,1,-1,East,188
15,4,1,1,1,1,1,2,6,4,12,5,1,7,1,15,19,-1,-1,South,387
16,4,1,1,1,1,1,2,5,3,12,5,1,7,1,15,21,-1,-1,East,386
16,5,1,1,1,1,1,3,5,3,13,5,1,7,1,13,21,-1,-1,North,385
15,5,1,1,1,1,1,3,4,2,13,5,1,7,1,13,21,-1,-1,West,384
14,5,1,1,1,1,1,3,4,2,14,5,1,7,1,12,21,-1,-1,West,383
13,5,1,1,1,1,1,3,4,2,14,5,1,7,1,11,20,-1,-1,West,382
12,5,1,1,1,1,1,2,4,2,14,5,1,7,1,11,19,-1,-1,West,381
11,5,1,1,1,1,1,3,4,3,14,5,1,7,1,9,17,-1,-1,West,380
10,5,1,1,1,1,1,3,4,4,14,5,1,7,1,8,15,-1,-1,West,379
9,5,1,1,1,1,1,3,5,4,13,5,1,7,1,6,13,-1,-1,West,378
8,5,1,1,1,1,1,3,6,4,13,5,1,7,1,6,12,-1,-1,West,377
7,5,1,1,1,1,1,3,7,4,12,5,1,7,1,6,10,-1,-1,West,376
6,5,1,1,1,1,1,4,7,4,13,5,1,7,1,4,10,-1,-1,West,375
5,5,1,1,1,1,1,4,6,3,13,5,1,7,1,2,10,-1,-1,West,374
4,5,1,1,1,1,1,4,6,3,14,5,1,7,1,1,10,-1,-1,West,373
4,6,1,1,1,1,1,1,1,3,13,5,1,7,1,-1,8,-1,-1,North,572
3,6,1,1,1,1,1,1,1,4,13,5,1,7,1,-1,8,-1,-1,West,571
3,7,1,1,1,1,1,1,1,4,12,5,1,7,1,-1,6,-1,-1,North,570
4,7,1,1,1,1,1,1,1,4,13,5,1,7,1,-1,6,-1,-1,East,569
4,8,1,1,1,1,1,1,1,4,13,5,1,7,1,-1,5,-1,-1,North,568
4,9,0,1,1,1,1,1,1,5,13,5,1,7,1,-1,5,-1,-1,North,567
5,9,0,1,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,East,566
6,9,1,1,1,1,1,1,1,5,13,5,1,7,1,-1,5,-1,-1,East,565
6,10,1,1,1,0,1,1,1,5,14,5,1,7,1,-1,5,-1,-1,North,564
6,11,1,1,1,1,1,1,1,5,13,5,1,7,1,-1,3,-1,-1,North,563
5,11,1,1,0,1,1,1,1,4,13,5,1,7,1,-1,3,-1,-1,West,562
4,11,1,1,0,1,1,1,1,4,14,5,1,7,1,-1,3,-1,-1,West,561
4,12,1,1,1,1,1,1,1,4,14,5,1,7,1,-1,2,-1,-1,North,560
4,13,1,1,1,1,1,1,1,5,14,5,1,7,1,-1,2,-1,-1,North,559
5,13,1,1,1,1,1,1,1,4,14,5,1,7,1,-1,2,-1,-1,East,558
5,14,0,1,1,1,1,1,1,4,13,5,1,7,1,-1,2,-1,-1,North,557
6,14,0,1,1,1,1,1,1,4,13,5,1,7,1,-1,3,-1,-1,East,556
6,13,1,1,1,1,1,1,1,4,14,5,1,7,1,-1,3,-1,-1,South,555
4,12,0,1,1,1,1,9,3,11,7,19,12,22,9,14,12,15,21,Stop,0
5,12,0,1,1,1,1,9,4,12,7,20,12,22,9,12,12,15,21,East,-1
6,12,0,1,1,1,1,10,4,13,7,19,12,22,8,12,12,13,21,East,-2
7,12,0,1,1,1,1,11,4,13,8,20,12,22,7,12,10,13,19,East,97
8,12,0,1,1,1,1,10,4,13,9,21,12,22,8,10,8,13,18,East,196
9,12,0,1,1,1,1,10,3,12,9,21,12,22,8,10,6,12,16,East,295
10,12,0,1,1,1,1,11,3,11,9,22,12,22,9,10,4,12,16,East,394
11,12,0,1,1,1,1,11,3,11,10,21,12,23,9,9,2,10,15,East,393
11,11,1,1,1,1,1,10,3,11,10,22,12,23,9,9,1,12,13,South,492
11,10,1,1,1,1,1,9,3,3,1,21,12,23,10,9,-1,12,13,South,791
10,10,1,1,1,1,1,8,3,3,1,21,11,23,9,9,-1,12,15,West,890
9,10,1,1,1,1,1,9,3,3,1,21,10,23,8,7,-1,12,16,West,889
9,9,1,1,1,1,1,9,4,3,1,20,10,23,8,5,-1,12,16,South,988
9,8,1,1,1,1,1,9,3,3,1,19,10,23,7,5,-1,12,15,South,987
9,7,1,1,1,1,1,10,3,3,1,19,10,23,7,5,-1,13,15,South,986
10,7,1,1,1,1,1,9,3,3,1,18,10,23,8,5,-1,11,14,East,1085
10,6,1,1,1,1,1,8,3,3,1,18,11,23,8,5,-1,13,15,South,1184
9,6,1,1,1,1,1,8,4,3,1,17,11,23,8,3,-1,13,16,West,1283
8,6,1,1,1,1,1,8,4,3,1,18,11,23,8,2,-1,15,16,West,1382
8,5,1,1,1,1,1,1,1,3,1,18,10,22,8,-1,-1,15,18,South,1581
7,5,1,1,1,1,1,1,1,3,1,18,10,23,8,-1,-1,16,20,West,1680
7,6,1,1,1,1,1,1,1,3,1,18,10,23,9,-1,-1,15,19,North,1779
8,6,1,1,1,1,1,1,1,3,1,18,9,23,9,-1,-1,13,18,East,1778
9,6,1,1,1,1,1,1,1,3,1,17,9,23,9,-1,-1,11,16,East,1777
10,6,1,1,1,1,1,1,1,3,1,17,10,23,8,-1,-1,11,16,East,1776
11,6,1,1,1,1,1,1,1,3,1,18,10,23,9,-1,-1,11,14,East,1775
12,6,1,1,1,1,1,1,1,3,1,17,10,22,9,-1,-1,9,14,East,1774
13,6,1,1,1,1,1,1,1,3,1,17,10,22,10,-1,-1,8,12,East,1773
14,6,1,1,1,1,1,1,1,3,1,16,10,22,9,-1,-1,6,10,East,1772
15,6,1,1,1,1,1,1,1,3,1,16,9,22,8,-1,-1,4,8,East,1771
16,6,1,1,1,1,1,1,1,3,1,16,8,21,8,-1,-1,2,7,East,1770
16,7,1,1,1,1,1,1,1,3,1,16,9,21,8,-1,-1,2,7,North,1869
16,8,1,1,1,1,1,1,1,3,1,16,10,22,8,-1,-1,2,5,North,1968
16,9,1,1,1,1,1,1,1,3,1,5,1,21,8,-1,-1,-1,5,North,2167
15,9,1,1,1,1,1,1,1,3,1,5,1,21,9,-1,-1,-1,7,West,2166
16,9,1,1,1,1,1,1,1,3,1,5,1,21,8,-1,-1,-1,7,East,2165
17,9,1,1,1,1,1,1,1,3,1,5,1,21,7,-1,-1,-1,5,East,2264
18,9,1,1,1,1,1,1,1,3,1,5,1,20,7,-1,-1,-1,5,East,2363
19,9,1,1,1,1,1,1,1,3,1,5,1,21,7,-1,-1,-1,3,East,2462
20,9,1,1,1,1,1,1,1,3,1,5,1,20,7,-1,-1,-1,3,East,2561
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,Stop,0
8,3,0,1,0,1,1,3,5,8,7,10,7,18,11,7,4,6,17,West,99
9,3,0,1,0,1,1,4,5,8,7,10,8,18,10,7,5,6,16,East,98
10,3,0,1,0,1,1,5,5,9,7,10,9,18,10,7,5,6,15,East,197
11,3,0,1,0,1,1,6,5,9,7,11,9,18,10,7,6,6,14,East,296
12,3,0,1,0,1,1,5,5,10,7,12,9,18,10,9,6,6,14,East,395
13,3,1,0,0,1,1,4,5,10,7,13,9,18,11,11,7,6,13,East,494
13,4,1,0,1,0,1,4,5,10,7,13,8,18,11,10,6,4,12,North,593
13,5,1,1,1,1,1,4,4,10,8,13,9,18,11,10,6,4,10,North,692
13,6,1,0,1,0,1,4,5,9,8,13,8,17,11,10,6,2,8,North,791
13,7,1,1,1,0,1,4,4,9,7,13,8,16,11,12,4,1,7,North,890
13,8,1,0,1,0,1,4,5,9,8,5,1,16,11,12,4,-1,7,North,1189
13,7,1,1,1,0,1,4,5,10,8,5,1,17,11,11,4,-1,7,South,1188
13,6,1,0,1,0,1,4,4,10,7,5,1,16,11,11,4,-1,7,South,1187
13,5,1,1,1,1,1,4,4,11,7,5,1,15,11,10,4,-1,8,South,1186
12,5,0,1,0,1,1,4,3,10,7,5,1,15,11,10,4,-1,8,West,1285
11,5,0,1,0,1,1,3,3,11,7,5,1,15,10,10,2,-1,8,West,1384
10,5,0,1,0,1,1,3,3,10,7,5,1,15,9,9,2,-1,8,West,1483
9,5,0,1,0,1,1,3,3,10,7,5,1,14,9,8,3,-1,10,West,1582
8,5,0,1,0,1,1,2,3,11,7,5,1,15,9,8,5,-1,12,West,1681
7,5,0,1,0,1,1,3,3,10,7,5,1,15,10,6,5,-1,14,West,1780
6,5,1,1,1,1,1,3,3,10,8,5,1,15,11,5,7,-1,16,West,1879
5,5,0,1,0,1,1,3,3,10,7,5,1,16,11,4,7,-1,16,West,1978
4,5,0,1,1,1,1,2,3,10,8,5,1,15,11,4,9,-1,18,West,2077
3,5,1,1,0,0,1,2,3,10,7,5,1,16,11,3,9,-1,18,West,2076
4,5,0,1,1,1,1,2,3,11,7,5,1,15,11,4,9,-1,17,East,2075
4,4,1,0,1,0,1,1,3,11,7,5,1,15,11,4,10,-1,17,South,2174
4,3,1,0,0,1,1,1,4,11,7,5,1,15,10,4,11,-1,17,South,2273
3,3,0,1,0,1,1,1,4,11,7,5,1,15,9,3,12,-1,18,West,2372
2,3,0,1,0,1,1,1,3,10,7,5,1,15,9,1,12,-1,18,West,2471
1,3,1,1,0,0,1,1,1,11,7,5,1,14,9,-1,14,-1,18,West,2770
1,4,1,0,1,0,1,1,1,11,7,5,1,13,9,-1,13,-1,17,North,2869
1,5,1,0,1,0,1,1,1,10,7,5,1,13,9,-1,11,-1,17,North,2968
1,6,1,0,1,0,1,1,1,10,7,5,1,14,9,-1,10,-1,15,North,3067
1,7,1,1,1,0,1,1,1,11,7,5,1,13,9,-1,10,-1,13,North,3166
2,7,0,1,0,1,1,1,1,11,7,5,1,12,9,-1,9,-1,12,East,3265
3,7,1,1,1,1,1,1,1,10,7,5,1,12,9,-1,7,-1,11,East,3364
4,7,0,1,0,1,1,1,1,10,7,5,1,12,9,-1,6,-1,10,East,3463
5,7,0,1,0,1,1,1,1,10,7,5,1,12,9,-1,5,-1,8,East,3562
6,7,1,0,1,1,1,1,1,9,7,5,1,11,9,-1,3,-1,6,East,3661
6,6,1,0,1,0,1,1,1,9,7,5,1,10,9,-1,4,-1,6,South,3760
6,5,1,1,1,1,1,1,1,9,8,5,1,10,8,-1,6,-1,6,South,3759
7,5,0,1,0,1,1,1,1,9,8,5,1,10,7,-1,5,-1,6,East,3758
8,5,0,1,0,1,1,1,1,9,8,5,1,10,8,-1,4,-1,6,East,3757
9,5,0,1,0,1,1,1,1,9,9,5,1,10,9,-1,4,-1,5,East,3756
10,5,0,1,0,1,1,1,1,9,9,5,1,10,9,-1,5,-1,5,East,3755
11,5,0,1,0,1,1,1,1,9,8,5,1,11,9,-1,5,-1,4,East,3754
10,5,0,1,0,1,1,1,1,9,8,5,1,11,9,-1,4,-1,6,West,3753
9,5,0,1,0,1,1,1,1,9,9,5,1,12,9,-1,4,-1,6,West,3752
8,5,0,1,0,1,1,1,1,9,8,5,1,11,9,-1,4,-1,7,West,3751
7,5,0,1,0,1,1,1,1,9,7,5,1,11,9,-1,4,-1,8,West,3750
6,5,1,1,1,1,1,1,1,8,7,5,1,11,9,-1,4,-1,9,West,3749
6,6,1,0,1,0,1,1,1,8,7,5,1,11,9,-1,3,-1,9,North,3748
6,7,1,0,1,1,1,1,1,8,7,5,1,12,9,-1,2,-1,8,North,3747
6,6,1,0,1,0,1,1,1,8,7,5,1,12,9,-1,3,-1,8,South,3746
6,5,1,1,1,1,1,1,1,8,7,5,1,11,9,-1,4,-1,9,South,3745
7,5,0,1,0,1,1,1,1,9,7,5,1,11,9,-1,4,-1,8,East,3744
8,5,0,1,0,1,1,1,1,9,7,5,1,11,9,-1,3,-1,6,East,3743
9,5,0,1,0,1,1,1,1,10,7,5,1,10,9,-1,3,-1,6,East,3742
10,5,0,1,0,1,1,1,1,11,7,5,1,11,9,-1,3,-1,5,East,3741
11,5,0,1,0,1,1,1,1,10,7,5,1,11,9,-1,3,-1,5,East,3740
12,5,0,1,0,1,1,1,1,10,8,5,1,12,9,-1,5,-1,5,East,3739
13,5,1,1,1,1,1,1,1,10,9,5,1,11,9,-1,7,-1,7,East,3738
13,6,1,0,1,0,1,1,1,10,9,5,1,10,9,-1,6,-1,5,North,3737
13,7,1,1,1,0,1,1,1,10,9,5,1,10,8,-1,5,-1,5,North,3736
13,8,1,0,1,0,1,1,1,9,9,5,1,9,8,-1,5,-1,5,North,3735
13,9,1,1,1,1,1,1,1,10,9,5,1,9,7,-1,3,-1,6,North,3834
12,9,0,1,0,1,1,1,1,11,9,5,1,9,7,-1,1,-1,4,West,3933
11,9,0,1,0,1,1,1,1,3,1,5,1,10,7,-1,-1,-1,2,West,4232
10,9,0,1,1,1,1,1,1,3,1,5,1,11,7,-1,-1,-1,2,West,4331
10,8,1,0,1,1,1,1,1,3,1,5,1,10,7,-1,-1,-1,2,South,4330
9,3,0,1,0,1,1,8,7,10,7,11,7,17,9,5,5,6,14,Stop,0
8,3,1,1,0,1,1,7,7,10,8,10,7,17,9,5,7,6,16,West,99
7,3,0,1,0,1,1,8,7,10,9,9,7,18,9,5,9,6,16,West,198
6,3,1,1,0,1,1,8,7,11,9,9,6,17,9,6,11,6,16,West,297
6,4,1,0,1,0,1,9,7,10,9,9,7,16,9,6,9,6,14,North,396
